axial_position_m,gas_density_kg_per_m3,gas_viscosity_Pa_s,gas_conductivity_W_per_mK,gas_specific_heat_J_per_kgK,gas_prandtl_number
0.0,3.1562210502217947,5.194415054762348e-05,0.10445597993713396,2860.2604219898117,1.4223579928565686
0.0018046355,3.1561239895306494,5.194780848306428e-05,0.10446438666185971,2861.321729512468,1.4228714489491439
0.003609271,3.1560244533466464,5.1951561041522815e-05,0.10447301093856848,2862.410185962565,1.423398025633169
0.005413906499999999,3.1559220331622284,5.195542372585479e-05,0.10448188840381821,2863.5302615467845,1.4239398843506554
0.007218542,3.1558169843662616,5.195938701095889e-05,0.10449099717412261,2864.6791662295655,1.4244956741327306
0.0090231775,3.155708966694045,5.196346384501306e-05,0.10450036701616992,2865.8606241031252,1.4250671952413918
0.010827812999999999,3.1555980376518367,5.19676521764517e-05,0.10450999322350701,2867.074008790073,1.4256541432770342
0.012632448499999999,3.155484201452079,5.1971951965960394e-05,0.10451987571461847,2868.31927633528,1.4262564955565264
0.014437084,3.155367007847143,5.197638035225777e-05,0.1045300538903433,2869.6013542066967,1.4268766339876553
0.016241719499999998,3.1552467866252236,5.198092501103754e-05,0.10454049943482913,2870.9166363744325,1.4275128126908536
0.018046355,3.1551232390862087,5.1985597373174044e-05,0.10455123863155619,2872.268392003127,1.4281666112112523
0.0198509905,3.154996263394246,5.199040144143853e-05,0.10456228069217555,2873.6577363607676,1.4288385671169825
0.021655625999999997,3.154865986874203,5.19953325522424e-05,0.1045736149092778,2875.0832767106212,1.429528004914523
0.0234602615,3.154731878099717,5.200041098748649e-05,0.10458528791387585,2876.5508282703813,1.4302377349635689
0.025264896999999998,3.1545941892082454,5.2005627376305055e-05,0.10459727818032794,2878.057631553125,1.4309664205223356
0.0270695325,3.1544527116192875,5.2010989800197416e-05,0.10460960429859854,2879.6059680054527,1.4317151626251368
0.028874168,3.154307181563568,5.201650845221395e-05,0.1046222897138741,2881.1987226947786,1.4324853539473483
0.030678803499999997,3.154157790049095,5.2022176290202486e-05,0.10463531825469222,2882.8338026575075,1.4332759798384656
0.032483438999999996,3.1540040344146045,5.202801259855181e-05,0.10464873426672328,2884.516706238533,1.4340896962060379
0.0342880745,3.153846035283318,5.2034013029106545e-05,0.10466252777314894,2886.2461091367736,1.4349258597455756
0.03609271,3.1536836437145417,5.204018149217843e-05,0.10467670778165968,2888.0224019561765,1.4357846471897664
0.0378973455,3.153516454143963,5.204653765415358e-05,0.1046913195219401,2889.852514678599,1.436669424045701
0.039701981,3.1533447108128394,5.205307047241752e-05,0.10470633763077027,2891.732504021767,1.437578271050049
0.041506616499999996,3.1531679128374113,5.205979927807149e-05,0.10472180657089902,2893.667844167635,1.4385138308589787
0.043311251999999995,3.152985980903641,5.206672739216718e-05,0.10473773400227944,2895.6593931916536,1.439476514191121
0.0451158875,3.1527989869956103,5.207385238224293e-05,0.10475411435872282,2897.7063513571584,1.4404659302538936
0.046920523,3.1526061548066364,5.208120416639213e-05,0.10477101645050571,2899.8172031090426,1.441486175441312
0.0487251585,3.152407878992659,5.208876805689582e-05,0.10478840654034596,2901.9876128778187,1.4425351492770053
0.050529793999999996,3.1522036880582793,5.209656240944374e-05,0.10480632686133083,2904.2227243602897,1.4436153326005357
0.052334429499999995,3.1519932718005776,5.210459946971827e-05,0.10482480560286861,2906.525913171297,1.4447283511108484
0.054139065,3.1517767552947777,5.2112874880434346e-05,0.10484383278322668,2908.8957879112145,1.4458735264769118
0.0559437005,3.151553345164686,5.212141941936275e-05,0.10486347920767772,2911.341007168868,1.447055036262124
0.057748336,3.1513232379468525,5.213022605707911e-05,0.10488372875632948,2913.8593914067815,1.4482718203648122
0.059552971499999996,3.1510860856642067,5.213930861558677e-05,0.10490461325555465,2916.454717499987,1.449525696345524
0.061357606999999995,3.150841264178584,5.214869155335924e-05,0.10492618899477622,2919.133780142805,1.4508199388737686
0.0631622425,3.1505889944425474,5.215836698671453e-05,0.1049484378982087,2921.894121878472,1.4521533522307204
0.06496687799999999,3.1503284501559476,5.216836723121643e-05,0.10497143433270723,2924.7447399718944,1.453530273472518
0.06677151349999999,3.150059557279103,5.217869580680369e-05,0.10499518645428292,2927.686394991847,1.4549510599565765
0.068576149,3.149782127348066,5.2189360659083874e-05,0.10501971259979972,2930.721094447373,1.4564166707650146
0.0703807845,3.1494951202163284,5.220040255334225e-05,0.10504510658969596,2933.8601548011616,1.4579325595244268
0.07218542,3.1491988411222094,5.2211810582252285e-05,0.10507134341677356,2937.100169680852,1.459497068693582
0.0739900555,3.1488924377997143,5.222361844358743e-05,0.10509850066348453,2940.450384434019,1.4611146492057945
0.075794691,3.14857546821983,5.2235844143388244e-05,0.1051266198334509,2943.9155482345086,1.4627875793257799
0.0775993265,3.148247880471755,5.224849070638309e-05,0.10515570798013946,2947.496136774258,1.4645160730450884
0.079403962,3.1479082786629946,5.226161314839876e-05,0.10518589175146559,2951.2073041399076,1.4663074285106268
0.0812085975,3.1475569099177405,5.227520314170935e-05,0.1052171521088088,2955.0462350760213,1.4681602679380035
0.08301323299999999,3.1471929059070503,5.228929556256696e-05,0.105249569400362,2959.0222913828443,1.470079089651929
0.08481786849999999,3.146815306351787,5.230392902326302e-05,0.10528323258581636,2963.1458209893167,1.4720688650994456
0.08662250399999999,3.1464241051794253,5.2319105291978876e-05,0.10531814588192463,2967.4167349681943,1.4741295272710129
0.0884271395,3.14601763517395,5.233489073950409e-05,0.10535446214058733,2971.853061640666,1.4762697479987148
0.090231775,3.145595758830936,5.23512925574815e-05,0.10539219808890077,2976.4561077112817,1.4784901283476133
0.0920364105,3.145157698304881,5.2368342962671714e-05,0.10543142804361774,2981.2341484847325,1.4807946286688645
0.093841046,3.14470176449582,5.238610990773041e-05,0.10547230857068353,2986.2053680168247,1.4831919840945422
0.0956456815,3.1442279591164333,5.2404595729893437e-05,0.1055148452874253,2991.369482784336,1.485682019407136
0.097450317,3.1437343924562517,5.242387678210077e-05,0.10555921414854022,2996.7467952446186,1.4882744818466593
0.0992549525,3.1432200904072447,5.244399405478626e-05,0.10560550977514022,3002.347586195613,1.4909742805664663
0.10105958799999999,3.14268443409225,5.2464974925096224e-05,0.10565379549082106,3008.178231152343,1.4937844375059801
0.10286422349999999,3.1421246503452696,5.248693158691986e-05,0.10570432986294392,3014.2685033468197,1.4967192443763306
0.10466885899999999,3.1415406616309838,5.2509871030420833e-05,0.10575712938284716,3020.618784936903,1.4997788211035608
0.1064734945,3.140930030711008,5.2533893326407246e-05,0.10581242482722769,3027.2550670891505,1.5029756196019497
0.10827813,3.215582581023064,5.16945639959461e-05,0.1038825762210812,3034.1970503234656,1.5098922196581697
0.1100827655,3.2229351764380754,5.163019925157748e-05,0.10373476779563036,3041.454634168528,1.5137731747385224
0.111887401,3.2306421144032265,5.156307874123415e-05,0.10358065901291694,3049.0679101688015,1.5178444531792201
0.1136920365,3.2387016466335714,5.1493296741592686e-05,0.10342046982985838,3057.0488470807636,1.522111857500243
0.115496672,3.2471104731373113,5.14210058426564e-05,0.10325455400465784,3065.4251574714986,1.5265887926401505
0.1173013075,3.255863939222425,5.134640860753276e-05,0.10308337980659724,3074.2379268324016,1.531295122880794
0.11910594299999999,3.2649594409411895,5.12696298323569e-05,0.10290723684458436,3083.505951079339,1.5362399530410387
0.12091057849999999,3.2743910744609668,5.119091426912327e-05,0.10272668969401849,3093.2805743174263,1.5414481004097607
0.12271521399999999,3.2841547354307496,5.111044206190716e-05,0.10254215438433419,3103.59505445838,1.5469356594554897
0.12451984949999999,3.2942452912454576,5.102842876429691e-05,0.10235412781641728,3114.492264051081,1.5527233734836523
0.126324485,3.3046544971453597,5.094519881867246e-05,0.10216335605027849,3126.0435347241755,1.5588457109217548
0.1281291205,3.315522545416611,5.085563862187717e-05,0.10195812441254659,3136.81220373773,1.564608889944916
0.12993375599999998,3.3274323565781923,5.0738582659079094e-05,0.10168996270717168,3140.912284614083,1.5671697907562452
0.1317383915,3.3402072512551273,5.060086901380366e-05,0.1013745897810524,3140.2041262214643,1.5674249139821133
0.13354302699999998,3.3535534120614767,5.045346277543873e-05,0.10103715605126547,3137.691284570773,1.5668234995310646
0.1353476625,3.3674683730465222,5.029666850946304e-05,0.10067838635113698,3133.4190365640443,1.5653860207258177
0.137152298,3.381948057428674,5.013085749909936e-05,0.10029915872739853,3127.44835332565,1.5631404064163237
0.1389569335,3.3969884210009162,4.995640635144364e-05,0.09990036358168272,3119.8393166807723,1.5601140483125524
0.140761569,3.412586256315424,4.9773667617370965e-05,0.09948283632620136,3110.6431953344277,1.5563299780992932
0.1425662045,3.428737086527548,4.958304214707579e-05,0.0990475225229148,3099.9233953559637,1.5518170313556452
0.14437084,3.445431038723551,4.938511977477824e-05,0.09859579838722886,3087.7978517456795,1.5466304775976696
0.14617547549999999,3.4626630097201736,4.9180311195229775e-05,0.09812862986993168,3074.330923386844,1.5407995783666022
0.147980111,3.4802899972372794,4.897362279094403e-05,0.09765745515728888,3060.9387871037684,1.5350109349496108
0.14978474649999998,3.4982446699574203,4.876735760425527e-05,0.09718752834843994,3048.2804419149984,1.5295849674863375
0.151589382,3.516532943461048,4.856133609285687e-05,0.09671844004985634,3036.2949871815295,1.5244925504751026
0.15339401749999998,3.535160062467986,4.835540856681188e-05,0.09624984976669163,3024.928318424194,1.5197077717760772
0.155198653,3.554130695540583,4.814945076950643e-05,0.0957814756565233,3014.132178446923,1.5152074860420166
0.1570032885,3.5734490140830415,4.794336021260403e-05,0.09531308603251948,3003.863365016628,1.5109709414854229
0.158807924,3.5931187582801667,4.7737053111022776e-05,0.09484449225876651,2994.083068316376,1.5069794676224009
0.1606125595,3.613143292787938,4.753046181615275e-05,0.09437554280080945,2984.75631098517,1.5032162111027856
0.162417195,3.63352565373445,4.732353263618793e-05,0.09390611817449873,2975.8514744567406,1.499665912184888
0.1642218305,3.654268588684913,4.7116223987014816e-05,0.09343612666121243,2967.33989566298,1.4963147142924167
0.16602646599999998,3.6753745909527327,4.6908504812701134e-05,0.09296550064822387,2959.19552047064,1.49315000022401
0.1678311015,3.6968459288385467,4.670035321927637e-05,0.09249419346420774,2951.394607410888,1.4901602521556359
0.16963573699999998,3.7186749787977935,4.6492037160682275e-05,0.09202281425106043,2944.0051753132366,1.4873789627698404
0.1714403725,3.740844429347068,4.628409198752816e-05,0.09155257510769715,2937.182689412049,1.48488268758148
0.17324500799999998,3.763353249525327,4.607656676372488e-05,0.0910835864243758,2930.929806495665,1.4826730941355137
0.1750496435,3.786203705550961,4.5869416139438864e-05,0.09061574514522885,2925.2186328304683,1.4807368250748858
0.176854279,3.8094040281370445,4.5662431629371036e-05,0.09014858039953966,2919.9674679231666,1.4790339933595906
0.1786589145,3.832958062877018,4.545553516384957e-05,0.08968191659835528,2915.135550342712,1.4775447664598782
0.18046355,3.8568691104858526,4.524866770376449e-05,0.08921562149834733,2910.6876102957285,1.4762519641268828
0.18226818549999999,3.8811400390477977,4.504178526947578e-05,0.0887495971233826,2906.592764894188,1.475140523738595
0.184072821,3.9057733353802386,4.483485681957542e-05,0.08828377488292605,2902.8239793038997,1.4741972424390621
0.18587745649999998,3.9307711668102887,4.462786197154575e-05,0.08781811035263004,2899.357446726168,1.4734104778513217
0.187682092,3.9561354111472062,4.442078967584016e-05,0.08735258021696421,2896.1722609935687,1.4727699920375492
0.18948672749999998,3.9818677029491485,4.421363654060552e-05,0.08688717843818218,2893.249953692926,1.4722667276474526
0.191291363,4.007969458686584,4.400640578521924e-05,0.08642191385085472,2890.574225124816,1.4718926790103743
0.1930959985,4.034441301911335,4.379912125167696e-05,0.08595684153818335,2888.1358148909153,1.4716433094104064
0.194900634,4.061284580822625,4.3591790405196694e-05,0.08549197974609986,2885.9206577753944,1.471511699850552
0.1967052695,4.088500546203605,4.33844186823916e-05,0.08502734214447065,2883.9120007639863,1.471489552992629
0.198509905,4.11609001261852,4.3177027594419734e-05,0.08456297836272586,2882.100730871084,1.4715723735857638
0.2003145405,4.144053597700391,4.2969641672179314e-05,0.08409894466541824,2880.4782978748513,1.4717559274565695
0.20211917599999998,4.1723918039637535,4.276228790867669e-05,0.08363530268125745,2879.0372205593403,1.4720365034673875
0.2039238115,4.2011050259942335,4.255499541680702e-05,0.08317211861823512,2877.771000396245,1.47241087238137
0.20572844699999998,4.2301935671024475,4.234779488769423e-05,0.0827094620365774,2876.6739598509685,1.4728762080046653
0.2075330825,4.259657624355097,4.214071879997471e-05,0.08224740630164341,2875.7413421594233,1.473430138294594
0.20933771799999998,4.289497307872324,4.193380083920822e-05,0.08178602727414941,2874.969129885647,1.4740706564384265
0.2111423535,4.31971263788162,4.1727075846713176e-05,0.08132540318502239,2874.3540474962356,1.4747961233873275
0.212946989,4.350303554258747,4.152057949405021e-05,0.08086561390003917,2873.893463640473,1.4756052203105547
0.2147516245,4.381269901474991,4.131434850933316e-05,0.08040674141493602,2873.5854902916208,1.4764969992331767
0.21655626,4.412611441578234,4.110842028394058e-05,0.07994886897121306,2873.4288574046577,1.477470821616322
0.21836089549999999,4.4284251304226565,4.100553225330878e-05,0.0797202245368542,2873.38898775367,1.4779793395986438
0.220165531,4.44433221905742,4.090274053130004e-05,0.07949187595286583,2873.38898775367,1.478509379766953
0.22197016649999998,4.460337803597042,4.079994167054491e-05,0.07926359348392727,2873.38898775367,1.4790409814173773
0.223774802,4.476441884041524,4.069714117149328e-05,0.07903538953223711,2873.38898775367,1.479574124544905
0.22557943749999998,4.492644460390864,4.059434446201068e-05,0.0788072763222174,2873.38898775367,1.4801087892608271
0.227384073,4.508945532645063,4.049155689755341e-05,0.07857926590110476,2873.38898775367,1.4806449557935535
0.22918870849999998,4.525345100804124,4.038878376136136e-05,0.07835137013958338,2873.38898775367,1.4811826044893854
0.230993344,4.541843164868041,4.02860302646681e-05,0.07812360073245851,2873.38898775367,1.4817217158132587
0.2327979795,4.558439724836819,4.0183301546927597e-05,0.07789596919936906,2873.38898775367,1.482262270349439
0.234602615,4.575134780710456,4.008060267605727e-05,0.07766848688553821,2873.38898775367,1.48280424880219
0.2364072505,4.591928332488952,3.997793864869669e-05,0.07744116496256073,2873.38898775367,1.4833476319963983
0.23821188599999998,4.608820380172306,3.987531439048161e-05,0.07721401442922585,2873.38898775367,1.483892400878166
0.2400165215,4.625810923760521,3.977273475633261e-05,0.07698704611237402,2873.38898775367,1.4844385365153696
0.24182115699999998,4.642899963253593,3.967020453075825e-05,0.07676027066778734,2873.38898775367,1.4849860200981788
0.2436257925,4.660087498651527,3.956772842817182e-05,0.0765336985811112,2873.38898775367,1.485534832939548
0.24543042799999998,4.677373529954318,3.946531109322164e-05,0.07630734016880712,2873.38898775367,1.486084956475669
0.2472350635,4.69475805716197,3.936295710113408e-05,0.07608120557913477,2873.38898775367,1.4866363722663958
0.24903969899999998,4.71224108027448,3.926067095806916e-05,0.07585530479316259,2873.38898775367,1.487189061995632
0.2508443345,4.72982259929185,3.9158457101488076e-05,0.07562964762580561,2873.38898775367,1.4877430074716917
0.25264897,4.747502614214079,3.9056319900532307e-05,0.07540424372688945,2873.38898775367,1.4882981906276254
0.2544536055,4.765281125041167,3.8954263656413806e-05,0.07517910258223935,2873.38898775367,1.4888545935215176
0.256258241,4.7831581317731136,3.8852292602815926e-05,0.07495423351479331,2873.38898775367,1.489412198336753
0.2580628765,4.801133634409919,3.875041090630461e-05,0.07472964568573805,2873.38898775367,1.4899709873822573
0.25986751199999997,4.819207632951586,3.864862266674939e-05,0.074505348095667,2873.38898775367,1.4905309430927018
0.2616721475,4.837380127398111,3.8546931917753896e-05,0.07428134958575915,2873.38898775367,1.4910920480286873
0.263476783,4.855651117749495,3.844534262709537e-05,0.07405765883897772,2873.38898775367,1.4916542848768979
0.2652814185,4.874020604005738,3.8343858697172825e-05,0.07383428438128795,2873.38898775367,1.4922176364502238
0.26708605399999996,4.89248858616684,3.824248396546345e-05,0.07361123458289252,2873.38898775367,1.4927820856878646
0.2688906895,4.911055064232801,3.814122220498698e-05,0.07338851765948437,2873.38898775367,1.493347615655402
0.270695325,4.929720038203623,3.8040077124777425e-05,0.07316614167351525,2873.38898775367,1.4939142095448459
0.27249996049999997,4.9484835080793035,3.793905237036208e-05,0.07294411453547966,2873.38898775367,1.494481850674662
0.274304596,4.967345473859842,3.7838151524247196e-05,0.07272244400521305,2873.38898775367,1.4950505224897674
0.2761092315,4.986305935545242,3.7737378106410115e-05,0.07250113769320324,2873.38898775367,1.4956202085615085
0.277913867,5.005364893135499,3.763673557479751e-05,0.07228020306191467,2873.38898775367,1.496190892587612
0.27971850249999997,5.024522346630615,3.7536227325829264e-05,0.07205964742712422,2873.38898775367,1.4967625583921145
0.281523138,5.043778296030592,3.743585669490785e-05,0.07183947795926791,2873.38898775367,1.4973351899252705
0.2833277735,5.063132741335428,3.73356269569327e-05,0.07161970168479785,2873.38898775367,1.4979087712634374
0.285132409,5.082585682545122,3.7235541326819414e-05,0.07140032548754836,2873.38898775367,1.4984832866089406
0.28693704449999996,5.102137119659676,3.7135602960023256e-05,0.07118135611011073,2873.38898775367,1.4990587202899166
0.28874168,5.121787052679089,3.7035814953066985e-05,0.0709628001552158,2873.38898775367,1.4996350567601378
0.2905463155,5.141535481603361,3.693618034407235e-05,0.07074466408712372,2873.38898775367,1.5002122805988163
0.29235095099999997,5.161382406432493,3.6836702113295215e-05,0.07052695423301983,2873.38898775367,1.5007903765103892
0.2941555865,5.181327827166483,3.673738318366388e-05,0.07030967678441659,2873.38898775367,1.5013693293242831
0.295960222,5.201371743805333,3.66382264213205e-05,0.0700928377985603,2873.38898775367,1.501949123994666
0.2977648575,5.221514156349043,3.6539234636165e-05,0.06987644319984226,2873.38898775367,1.5025297456001736
0.29956949299999996,5.24175506479761,3.644041058240167e-05,0.06966049878121365,2873.38898775367,1.5031111793436258
0.3013741285,5.262094469151038,3.634175695908775e-05,0.0694450102056035,2873.38898775367,1.5036934105517217
0.303178764,5.282532369409325,3.624327641068404e-05,0.06922998300733922,2873.38898775367,1.5042764246747202
0.3049833995,5.30306876557247,3.61449715276072e-05,0.06901542259356909,2873.38898775367,1.5048602072861044
0.30678803499999996,5.323703657640475,3.604684484678341e-05,0.06880133424568584,2873.38898775367,1.5054447440822312
0.3085926705,5.34443704561334,3.59488988522033e-05,0.06858772312075136,2873.38898775367,1.5060300208819637
0.310397306,5.365268929491063,3.585113597547796e-05,0.0683745942529215,2873.38898775367,1.5066160236262933
0.31220194149999997,5.386199309273646,3.5753558596395466e-05,0.06816195255487055,2873.38898775367,1.5072027383779427
0.314006577,5.407228184961089,3.565616904347817e-05,0.06794980281921502,2873.38898775367,1.507790151320958
0.3158112125,5.42835555655339,3.555896959454028e-05,0.06773814971993616,2873.38898775367,1.5083782487602897
0.317615848,5.44958142405055,3.546196247724552e-05,0.06752699781380068,2873.38898775367,1.5089670171213558
0.31942048349999996,5.470905787452569,3.536514986966479e-05,0.06731635154177934,2873.38898775367,1.5095564429495956
0.321225119,5.492328646759449,3.526853390083355e-05,0.06710621523046278,2873.38898775367,1.510146512910012
0.3230297545,5.5138500019711865,3.5172116651308785e-05,0.06689659309347444,2873.38898775367,1.5107372137866995
0.32483439,5.535469853087784,3.507590015372532e-05,0.06668748923287973,2873.38898775367,1.5113285324823642
0.32663902549999996,5.55718820010924,3.497988639335142e-05,0.06647890764059156,2873.38898775367,1.5119204560178303
0.328443661,5.579005043035557,3.488407730864337e-05,0.0662708521997714,2873.38898775367,1.5125129715315369
0.3302482965,5.600920381866731,3.478847479179894e-05,0.06606332668622572,2873.38898775367,1.513106066279026
0.33205293199999997,5.622934216602766,3.4693080689309626e-05,0.06585633476979745,2873.38898775367,1.5136997276324187
0.3338575675,5.645046547243659,3.4597896802511424e-05,0.06564988001575205,2873.38898775367,1.5142939430798807
0.335662203,5.667257373789412,3.450292488813404e-05,0.06544396588615772,2873.38898775367,1.5148887002250864
0.3374668385,5.689566696240023,3.4408166658848356e-05,0.06523859574125983,2873.38898775367,1.515483986786663
0.33927147399999996,5.711974514595494,3.431362378381213e-05,0.06503377284084876,2873.38898775367,1.5160797905976355
0.3410761095,5.734480828855824,3.421929788921358e-05,0.06482950034562127,2873.38898775367,1.5166760996048587
0.342880745,5.757085639021014,3.4125190558812995e-05,0.06462578131853484,2873.38898775367,1.5172729018684428
0.34468538049999997,5.779788945091062,3.4031303334482003e-05,0.06442261872615485,2873.38898775367,1.5178701855611727
0.34649001599999996,5.8025907470659694,3.393763771674054e-05,0.06422001543999421,2873.38898775367,1.5184679389679179
0.3482946515,5.825491044945738,3.3844195165291354e-05,0.06401797423784544,2873.38898775367,1.5190661504850373
0.350099287,5.848489838730362,3.3750977099551924e-05,0.06381649780510468,2873.38898775367,1.5196648086197766
0.35190392249999997,5.871587128419851,3.365798489918367e-05,0.06361558873608733,2873.38898775367,1.5202639019896613
0.353708558,5.894782914014195,3.35652199046185e-05,0.06341524953533571,2873.38898775367,1.5208634193218824
0.3555131935,5.918077195513398,3.34726834175823e-05,0.06321548261891778,2873.38898775367,1.5214633494526726
0.357317829,5.941469972917461,3.3380376701615595e-05,0.06301629031571697,2873.38898775367,1.522063681326687
0.35912246449999996,5.964961246226383,3.328830098259115e-05,0.06281767486871336,2873.38898775367,1.5226644039963686
